"Vin#","Year","Vehicle","Mileage","Drive Train","Engine Size","Price$","State","Buy Now Price","URL"
"ZASPAKBN1P7D53744",2023,"Alfa Romeo Stelvio Ti",55301,"AWD","2.0L",23500,"New York",24200,"https://smartauctionlogin.com/ui/vehicles/aa1454b6-285b-4863-a646-4924af36ad5a"
"1C6SRFJT1NN458125",2022,"Ram Pickup 1500 Laramie",28538,"4WD","Engine Size Unspecified",38600,"Michigan",39800,"https://smartauctionlogin.com/ui/vehicles/58c75639-96b7-411c-a38b-3792569ad6a5"
"3C4NJDCN2PT518836",2023,"Jeep Compass Limited",13388,"4WD","2.0L",22300,"Michigan",23000,"https://smartauctionlogin.com/ui/vehicles/b165333a-9080-47c0-b301-204f52d87ff9"
"1C4HJXDN2NW253498",2022,"Jeep Wrangler Unlimited Unlimited Sport",42464,"4WD","Engine Size Unspecified",25200,"Wisconsin",26000,"https://smartauctionlogin.com/ui/vehicles/58b570d1-b2ac-4110-80db-8aef1555a88d"
"1C6SRFJT6PN548096",2023,"Ram Pickup 1500 Laramie",27839,"4WD","Engine Size Unspecified",40900,"Michigan",42100,"https://smartauctionlogin.com/ui/vehicles/2348e15d-d21f-4aa7-b481-c94adfde6dd9"
"1C4SJVAT5NS205921",2022,"Jeep Wagoneer Series I",32534,"4WD","5.7L",37100,"New Jersey",38200,"https://smartauctionlogin.com/ui/vehicles/05135ad2-f02b-4234-ac94-79fa91f64d0c"
"1C6SRFJT5PN529698",2023,"Ram Pickup 1500 Laramie",41252,"4WD","Engine Size Unspecified",40300,"Michigan",41500,"https://smartauctionlogin.com/ui/vehicles/3c6ecb8d-26d8-4621-aad1-d679dc770bcb"
"1C4HJXEG1NW247627",2022,"Jeep Wrangler Unlimited Unlimited Sahara",39834,"4WD","Engine Size Unspecified",30800,"Michigan",31700,"https://smartauctionlogin.com/ui/vehicles/e778141e-b669-4172-80f3-f8468eab62c4"
"1C4HJXDG3NW176853",2022,"Jeep Wrangler Unlimited Unlimited Sport S",22627,"4WD","Engine Size Unspecified",27000,"Connecticut",27800,"https://smartauctionlogin.com/ui/vehicles/547c5c6e-7a46-4284-a686-5476a86a9598"
"3C4NJDFB5NT202474",2022,"Jeep Compass Latitude Lux",16365,"4WD","2.4L",20700,"Connecticut",21300,"https://smartauctionlogin.com/ui/vehicles/a997f7e5-8d56-4292-b81c-3cb9525b5c7c"
"1C6RRFFG0PN521700",2023,"Ram Pickup 1500 Big Horn",34172,"4WD","Engine Size Unspecified",33300,"Michigan",34300,"https://smartauctionlogin.com/ui/vehicles/4e39e276-4253-48f2-943d-b715f44d9a9a"
"1C4RJHDG2N8628287",2022,"Jeep Grand Cherokee Overland",34897,"4WD","Engine Size Unspecified",31000,"Michigan",31900,"https://smartauctionlogin.com/ui/vehicles/dcb91d14-da8d-4128-9cf0-1654610ba2a3"
"1C4PJMBX7ND541172",2022,"Jeep Cherokee Trailhawk",30903,"4WD","3.2L",22900,"Florida",23600,"https://smartauctionlogin.com/ui/vehicles/a4bd6153-85a4-44b3-9bfd-122f7acc11e2"
"1C6SRFFT6PN574934",2023,"Ram Pickup 1500 Big Horn",38586,"4WD","Engine Size Unspecified",33600,"Illinois",34600,"https://smartauctionlogin.com/ui/vehicles/88f52102-bb33-4e3f-a204-98833364f934"
"1C4RJFAG8NC162967",2022,"Jeep Grand Cherokee WK Laredo E",46271,"4WD","3.6L",22100,"Pennsylvania",22800,"https://smartauctionlogin.com/ui/vehicles/4a6ce94b-9c28-452b-a119-6e4601b01c5a"
"1C4RJKBGXN8512707",2022,"Jeep Grand Cherokee L Limited",49775,"4WD","3.6L",26500,"Michigan",27300,"https://smartauctionlogin.com/ui/vehicles/da09f11a-c164-4f26-bd74-ca91a311dcf9"
"3VV8B7AX5NM130296",2022,"Volkswagen Tiguan SE R-Line Black",36117,"AWD","2.0L",21500,"New Jersey",22100,"https://smartauctionlogin.com/ui/vehicles/bcb87b33-294b-421b-b239-c169dc1ebab6"
"5TFKB5DB8PX106113",2023,"Toyota Tundra SR",28703,"4WD","3.4L",35400,"Ohio",36500,"https://smartauctionlogin.com/ui/vehicles/830b3d78-19f2-403f-8ede-806227b41617"
"ZARFAMBN7P7666691",2023,"Alfa Romeo Giulia Veloce",19361,"RWD","2.0L",25800,"Florida",26600,"https://smartauctionlogin.com/ui/vehicles/a44e7020-dc10-471f-864a-6543cae5901b"
"3TMCZ5AN3PM547085",2023,"Toyota Tacoma SR",19134,"4WD","3.5L",32100,"Ohio",33100,"https://smartauctionlogin.com/ui/vehicles/903c42ac-0664-4b6b-af20-ac8801547f32"
"1GCRDKEK5PZ248283",2023,"Chevrolet Silverado 1500 LT",41036,"4WD","2.7L",30400,"Ohio",31300,"https://smartauctionlogin.com/ui/vehicles/09784452-c2af-4c44-8f7c-37472d1786a5"
"1C4JJXR67NW108072",2022,"Jeep Wrangler Unlimited Unlimited Rubicon",33977,"4WD","2.0L",27900,"Missouri",28700,"https://smartauctionlogin.com/ui/vehicles/5425b6b1-356d-468f-9c99-5f23b95fc223"
"1C6SRFJT8NN385710",2022,"Ram Pickup 1500 Laramie",35114,"4WD","Engine Size Unspecified",38200,"Michigan",39300,"https://smartauctionlogin.com/ui/vehicles/cf1b3348-a47a-4e46-88af-e8be4f2ee9c5"
"1C4RJHBG9P8847771",2023,"Jeep Grand Cherokee Limited",33512,"4WD","3.6L",29000,"Michigan",29900,"https://smartauctionlogin.com/ui/vehicles/a726587f-3a54-490b-935d-d83e0ddbd486"
"1C4JJXR60MW753998",2021,"Jeep Wrangler Unlimited Unlimited Rubicon",19558,"4WD","2.0L",28500,"Indiana",29400,"https://smartauctionlogin.com/ui/vehicles/34eca37e-263b-4627-a64a-09331cf6cbe1"
"1C4HJXDGXMW856649",2021,"Jeep Wrangler Unlimited Unlimited Willys",46442,"4WD","Engine Size Unspecified",24300,"Massachusetts",25000,"https://smartauctionlogin.com/ui/vehicles/177e89f5-51a3-4c50-85b3-f459888ddf13"
"1C4HJXDNXMW773740",2021,"Jeep Wrangler Unlimited Unlimited Willys Sport",41975,"4WD","Engine Size Unspecified",24200,"South Carolina",24900,"https://smartauctionlogin.com/ui/vehicles/866b69cb-c086-4d75-93a2-2f09e86d4e0b"
"1C4HJXDG9NW141704",2022,"Jeep Wrangler Unlimited Unlimited Sport S",45374,"4WD","Engine Size Unspecified",25900,"Michigan",26700,"https://smartauctionlogin.com/ui/vehicles/f1a26414-6f2f-4c57-b5d7-1eb25d03ebe6"
"3TMCZ5AN8PM553237",2023,"Toyota Tacoma TRD Sport",23435,"4WD","3.5L",36000,"Ohio",37100,"https://smartauctionlogin.com/ui/vehicles/a2f39cc8-710e-47e6-81a7-e118e8752991"
"1C6SRFJT2PN537614",2023,"Ram Pickup 1500 Laramie",37789,"4WD","Engine Size Unspecified",40800,"Michigan",42000,"https://smartauctionlogin.com/ui/vehicles/967915c1-d0f5-4ee1-b7ca-ca8dd0ef2f4d"
"KL77LJE21RC095974",2024,"Chevrolet Trax 2RS",23776,"FWD","1.2L",21400,"Michigan",22000,"https://smartauctionlogin.com/ui/vehicles/991ce7b6-d9af-4bf1-96e3-24036c0e0f1c"
"1C6SRFRT2MN611940",2021,"Ram Pickup 1500 Laramie",61520,"4WD","Engine Size Unspecified",31300,"Ohio",32200,"https://smartauctionlogin.com/ui/vehicles/930b1733-c88b-421d-9764-5da16e389ccd"
"1C4RJKAGXP8872998",2023,"Jeep Grand Cherokee L Altitude",41785,"4WD","3.6L",27500,"New York",28300,"https://smartauctionlogin.com/ui/vehicles/67243cd8-038b-4852-95e9-ce55018718ad"
"1C4RJKAG9P8851964",2023,"Jeep Grand Cherokee L Altitude",18836,"4WD","3.6L",29500,"Pennsylvania",30400,"https://smartauctionlogin.com/ui/vehicles/8720b4a4-4ed9-4f2f-9838-1ea0a0d67016"
"1C4RJKBG4P8832639",2023,"Jeep Grand Cherokee L Limited",26376,"4WD","3.6L",31100,"Wisconsin",32000,"https://smartauctionlogin.com/ui/vehicles/6727e561-5bd1-4a71-9c3c-4676484d5f3c"
"3C4NJDCBXNT204239",2022,"Jeep Compass Limited",38090,"4WD","2.4L",20000,"Michigan",20600,"https://smartauctionlogin.com/ui/vehicles/11a33704-eecb-49c5-9dfb-208e37e755fd"
"5TFLA5DB5RX130072",2024,"Toyota Tundra SR5",30043,"4WD","3.4L",42600,"Michigan",43900,"https://smartauctionlogin.com/ui/vehicles/aa70033a-c848-486b-89ad-0865e2b8915a"
"KL47LCE25RB125816",2024,"Buick Envista Avenir",37523,"FWD","1.2L",23100,"Michigan",23800,"https://smartauctionlogin.com/ui/vehicles/3fb3622f-a503-4785-944f-b01adbca8ea5"
"1C4HJXDG1LW342526",2020,"Jeep Wrangler Unlimited Sport S",84151,"4WD","Engine Size Unspecified",19800,"Florida",20400,"https://smartauctionlogin.com/ui/vehicles/78d725e2-6ca5-4082-9613-2b88e265ce6a"
"1C4GJXAG4NW169104",2022,"Jeep Wrangler Sport S",28800,"4WD","Engine Size Unspecified",23500,"Wisconsin",24200,"https://smartauctionlogin.com/ui/vehicles/14d48057-344b-4b55-bd0c-e8700cd6d8e7"
"1C6SRFFT7NN449194",2022,"Ram Pickup 1500 Big Horn",37054,"4WD","Engine Size Unspecified",34000,"Michigan",35000,"https://smartauctionlogin.com/ui/vehicles/723ee0c4-7c12-4258-9b3a-1a1ba4a50914"
"1C6RR7GG7NS175485",2022,"Ram 1500 Classic Warlock",42809,"4WD","Engine Size Unspecified",27100,"New York",27900,"https://smartauctionlogin.com/ui/vehicles/16fe44b5-e7ca-46aa-b6a5-ec6f04503c0e"
"1C4SJVBT9NS102919",2022,"Jeep Wagoneer Series II",41514,"4WD","5.7L",38900,"North Carolina",40100,"https://smartauctionlogin.com/ui/vehicles/d1d5822d-bb11-4be3-af46-a3132da8ae49"
"1C4HJXFG2PW585250",2023,"Jeep Wrangler Unlimited Rubicon",24595,"4WD","Engine Size Unspecified",37000,"Michigan",38100,"https://smartauctionlogin.com/ui/vehicles/f93070b3-36c7-45bd-8526-998eefe26d57"
"1C6SRFJT2NN454214",2022,"Ram Pickup 1500 Laramie",32721,"4WD","Engine Size Unspecified",39100,"Michigan",40300,"https://smartauctionlogin.com/ui/vehicles/66054b70-df99-40a0-9953-a3629b4930d3"
"1C4HJXDM2NW132414",2022,"Jeep Wrangler Unlimited Unlimited Willys",45882,"4WD","Engine Size Unspecified",26600,"Michigan",27400,"https://smartauctionlogin.com/ui/vehicles/3cd43f34-95d9-4109-aaa7-0204ceab715c"
"1C4RJXU66RW162897",2024,"Jeep Wrangler 4xe High Altitude",3392,"4WD","2.0L",41000,"Pennsylvania",42200,"https://smartauctionlogin.com/ui/vehicles/b88d2d3b-cc74-4451-bdfd-58394e54e3bc"
"3C4NJDCN6PT502655",2023,"Jeep Compass Limited",18529,"4WD","2.0L",22700,"Michigan",23400,"https://smartauctionlogin.com/ui/vehicles/0274cc41-59ce-4510-98f9-8736f7149452"
"1C4RJHBG4PC519428",2023,"Jeep Grand Cherokee Limited",26049,"4WD","3.6L",29800,"Missouri",30700,"https://smartauctionlogin.com/ui/vehicles/05c255dd-ba31-46a9-8f58-64e408d9996e"
"1C4RJHAG8PC544351",2023,"Jeep Grand Cherokee Laredo",48437,"4WD","3.6L",26000,"Florida",26800,"https://smartauctionlogin.com/ui/vehicles/86c0ca97-cb7f-438d-8045-ac296fa6702c"
"1C4HJXDG6NW240903",2022,"Jeep Wrangler Unlimited Unlimited Sport S",31266,"4WD","Engine Size Unspecified",27700,"Connecticut",28500,"https://smartauctionlogin.com/ui/vehicles/634880da-6386-4ff6-92bd-b3c577c13ae8"
"1C6SRFFT4NN130318",2022,"Ram Pickup 1500 Big Horn",41715,"4WD","Engine Size Unspecified",33900,"Ohio",34900,"https://smartauctionlogin.com/ui/vehicles/14059a6f-9bf5-4250-9fcf-eaad4c4c0a0c"
"1C6SRFFT7PN580595",2023,"Ram Pickup 1500 Big Horn",45365,"4WD","Engine Size Unspecified",34300,"Michigan",35300,"https://smartauctionlogin.com/ui/vehicles/2a527c0e-4e52-4805-b662-2212d51645fd"
"1C4RJHAG4PC524727",2023,"Jeep Grand Cherokee Laredo",26971,"4WD","3.6L",28300,"New York",29100,"https://smartauctionlogin.com/ui/vehicles/b68a2088-7299-4d30-9ff1-ce859965b752"
"1C4HJXDG6PW608063",2023,"Jeep Wrangler Unlimited Willys Sport",11269,"4WD","Engine Size Unspecified",30200,"Ohio",31100,"https://smartauctionlogin.com/ui/vehicles/761c7427-7e98-43ad-9afe-fb6815afc608"
"1C4HJXDG6PW531050",2023,"Jeep Wrangler Unlimited Sport Altitude",33333,"4WD","Engine Size Unspecified",27900,"Connecticut",28700,"https://smartauctionlogin.com/ui/vehicles/7cce7874-a4ad-4c53-bea6-b27b11bc3f15"
"1C4HJXDN4PW597403",2023,"Jeep Wrangler Unlimited Sport S",17014,"4WD","Engine Size Unspecified",29200,"Ohio",30100,"https://smartauctionlogin.com/ui/vehicles/04bde8a8-c5e5-494d-ab7b-c4d6e72074fe"
"1C4RJYE69N8747444",2022,"Jeep Grand Cherokee 4xe Summit",23705,"4WD","2.0L",33200,"Ohio",34200,"https://smartauctionlogin.com/ui/vehicles/a4dca46e-445a-4061-a180-e72445058d6d"
"1C6RR7GG4NS189859",2022,"Ram 1500 Classic Warlock",14810,"4WD","Engine Size Unspecified",30300,"New York",31200,"https://smartauctionlogin.com/ui/vehicles/e4195207-167e-47be-9557-a8368678d6e6"
"3C4NJDCB7NT209513",2022,"Jeep Compass Limited",11712,"4WD","2.4L",22200,"Michigan",22900,"https://smartauctionlogin.com/ui/vehicles/ddb91dab-835a-4615-8bc7-12475e709f16"
"1C4HJXDG7PW502298",2023,"Jeep Wrangler Unlimited Sport S",21622,"4WD","Engine Size Unspecified",29300,"Illinois",30200,"https://smartauctionlogin.com/ui/vehicles/e3ea567a-34c7-4af7-8e61-4dc213cfaa47"
"1C4PJXDN9RW197688",2024,"Jeep Wrangler Unlimited Willys",36397,"4WD","Engine Size Unspecified",29700,"Michigan",30600,"https://smartauctionlogin.com/ui/vehicles/40ba25a0-0147-4a10-b3f2-e46b6e2e1609"
"1C6SRFFT0PN537538",2023,"Ram Pickup 1500 Big Horn",19728,"4WD","Engine Size Unspecified",36900,"Michigan",38000,"https://smartauctionlogin.com/ui/vehicles/74c596ab-e5ec-4807-b989-74bf60a9dc26"
"1GNSKTKL8NR268980",2022,"Chevrolet Tahoe High Country",51782,"4WD","Engine Size Unspecified",52000,"Connecticut",53600,"https://smartauctionlogin.com/ui/vehicles/29449e27-2157-416a-9e78-a1f70668855d"
"1C4JJXP61PW553073",2023,"Jeep Wrangler 4xe Sahara High Altitude",35789,"4WD","2.0L",27400,"Pennsylvania",28200,"https://smartauctionlogin.com/ui/vehicles/9ddc2dbf-38d1-415c-9565-05c0ba0209e8"
"1C4RJYE61N8764965",2022,"Jeep Grand Cherokee 4xe Summit",21101,"4WD","2.0L",33500,"Michigan",34500,"https://smartauctionlogin.com/ui/vehicles/b7736cd6-083f-4d9a-86c9-03b40f00c0ce"
"1C4RJKBG7N8635638",2022,"Jeep Grand Cherokee L Limited",33128,"4WD","3.6L",29600,"New York",30500,"https://smartauctionlogin.com/ui/vehicles/bbcba4fe-14fc-45ea-9bea-71e9f021c113"
"1C4HJXDN9PW594657",2023,"Jeep Wrangler Unlimited Freedom",18676,"4WD","Engine Size Unspecified",29300,"Wisconsin",30200,"https://smartauctionlogin.com/ui/vehicles/9cfa50eb-5fe6-4cd9-b74a-1237b716e292"
"1C4HJXDG1NW180948",2022,"Jeep Wrangler Unlimited Unlimited Sport S",37942,"4WD","Engine Size Unspecified",27200,"Rhode Island",28000,"https://smartauctionlogin.com/ui/vehicles/5ba7cb76-2d20-419c-b09e-e1fe430340cf"
"1C6SRFFTXNN439971",2022,"Ram Pickup 1500 Big Horn",29559,"4WD","Engine Size Unspecified",36000,"Michigan",37100,"https://smartauctionlogin.com/ui/vehicles/4d57059c-ffbb-4520-bccb-94353264658c"
"1C4HJXDG0NW159069",2022,"Jeep Wrangler Unlimited Unlimited Willys",31956,"4WD","Engine Size Unspecified",28700,"Ohio",29600,"https://smartauctionlogin.com/ui/vehicles/cdd3ba60-acf0-4341-a910-1c99d81974e2"
"7SAYGAEE1RF182348",2024,"Tesla Model Y Long Range",8356,"AWD","Engine Size Unspecified",35200,"Connecticut",36300,"https://smartauctionlogin.com/ui/vehicles/db81eb04-8462-4808-900e-8b1c2be90d66"
"1C4HJXDG5NW200909",2022,"Jeep Wrangler Unlimited Unlimited Willys Sport",28849,"4WD","Engine Size Unspecified",27400,"Rhode Island",28200,"https://smartauctionlogin.com/ui/vehicles/2360e714-31d3-47e9-b9ac-b1eb91a0d211"
"1C4JJXFG2MW846292",2021,"Jeep Wrangler Unlimited Unlimited Rubicon",26471,"4WD","Engine Size Unspecified",35400,"Illinois",36500,"https://smartauctionlogin.com/ui/vehicles/7cfd16b7-1578-4612-b346-cbd20f837cca"
"1C6SRFFT1NN352797",2022,"Ram Pickup 1500 Big Horn",27498,"4WD","Engine Size Unspecified",35900,"Michigan",37000,"https://smartauctionlogin.com/ui/vehicles/6d4bfb30-6a11-4715-b6e4-6a97d23314bd"
"1C6SRFFT5NN447590",2022,"Ram Pickup 1500 Big Horn",24882,"4WD","Engine Size Unspecified",36200,"Michigan",37300,"https://smartauctionlogin.com/ui/vehicles/75bebb30-2efb-4dc3-8da2-e6021a8d7e15"
"5XYP6DGC2PG347306",2023,"Kia Telluride S",30749,"AWD","3.8L",31500,"Massachusetts",32400,"https://smartauctionlogin.com/ui/vehicles/eac16d67-71d6-4399-a9b9-51053b220545"
"1C4HJXDGXNW249894",2022,"Jeep Wrangler Unlimited Unlimited Sport S",22384,"4WD","Engine Size Unspecified",29700,"Michigan",30600,"https://smartauctionlogin.com/ui/vehicles/2e7669b1-fe55-4f4e-9a75-99375d2793ab"
"1C4HJXDG6NW207223",2022,"Jeep Wrangler Unlimited Unlimited Willys Sport",101251,"4WD","Engine Size Unspecified",22000,"Michigan",22700,"https://smartauctionlogin.com/ui/vehicles/bfb7e2ee-2c0d-41a2-ba42-bafc789b81a1"
"1C4SJVBPXPS501344",2023,"Jeep Wagoneer Series II",35154,"4WD","Engine Size Unspecified",46200,"Ohio",47600,"https://smartauctionlogin.com/ui/vehicles/c189aca3-8868-40a7-9794-893d02ef9ac2"
"1C4HJXDGXNW141534",2022,"Jeep Wrangler Unlimited Unlimited Sport",39217,"4WD","Engine Size Unspecified",27800,"Georgia",28600,"https://smartauctionlogin.com/ui/vehicles/44f325e7-3b57-474f-bb0e-35948df5d69a"
"1C4SJVBPXPS573015",2023,"Jeep Wagoneer Series II",30848,"4WD","Engine Size Unspecified",46600,"New York",48000,"https://smartauctionlogin.com/ui/vehicles/85b94025-4756-4ceb-b88e-e391abbf2e7e"
"1C6RR7GG4NS175511",2022,"Ram 1500 Classic Warlock",17005,"4WD","Engine Size Unspecified",30800,"New York",31700,"https://smartauctionlogin.com/ui/vehicles/2ec1be7d-b40b-409a-8992-61484a655092"
"1C4HJXDGXNW103625",2022,"Jeep Wrangler Unlimited Unlimited Willys",30767,"4WD","Engine Size Unspecified",28800,"Florida",29700,"https://smartauctionlogin.com/ui/vehicles/b6af79ba-38bb-47d4-b543-8b01ae87d21f"
"5TFKB5DB2PX116300",2023,"Toyota Tundra SR",28524,"4WD","3.4L",37900,"Ohio",39000,"https://smartauctionlogin.com/ui/vehicles/1d51ab39-6b35-4cfc-a21b-b545a55cbec1"
"1C6SRFFT4NN381579",2022,"Ram Pickup 1500 Big Horn",23900,"4WD","Engine Size Unspecified",36900,"Michigan",38000,"https://smartauctionlogin.com/ui/vehicles/d1235e0b-198f-449b-a277-5a389607a716"
"1GKS2DKL2PR245510",2023,"GMC Yukon Denali",59331,"4WD","Engine Size Unspecified",57500,"Michigan",59200,"https://smartauctionlogin.com/ui/vehicles/e89aee73-429a-4cc3-990e-23f8648668f2"
"1C4RJYE6XN8767458",2022,"Jeep Grand Cherokee 4xe Summit",17683,"4WD","2.0L",34900,"Michigan",35900,"https://smartauctionlogin.com/ui/vehicles/2ac59a00-6dc0-460f-afae-f671f37f7a9f"
"1C6RR7GG8NS216142",2022,"Ram 1500 Classic Warlock",28045,"4WD","Engine Size Unspecified",30200,"South Dakota",31100,"https://smartauctionlogin.com/ui/vehicles/0d134d0d-f8df-4faf-98b3-c2cb731ba4df"
"1C4HJXDG6NW196420",2022,"Jeep Wrangler Unlimited Unlimited Sport S",30581,"4WD","Engine Size Unspecified",29200,"Pennsylvania",30100,"https://smartauctionlogin.com/ui/vehicles/3a6f7751-cc72-4386-b53b-40c1841e7c45"
"1C4HJXDG3NW273955",2022,"Jeep Wrangler Unlimited Unlimited Willys Sport",34627,"4WD","Engine Size Unspecified",28900,"Massachusetts",29800,"https://smartauctionlogin.com/ui/vehicles/fd77c6c4-6523-493f-a940-234fa3996117"
"SAL1P9EU7RA171229",2024,"Land Rover Range Rover Sport SE",24871,"AWD","3.0L",72500,"New York",74700,"https://smartauctionlogin.com/ui/vehicles/c21f9990-2c69-44ae-8f94-bcb80effde33"
"1C4HJXDG0PW576209",2023,"Jeep Wrangler Unlimited Willys Sport",31754,"4WD","Engine Size Unspecified",30100,"Pennsylvania",31000,"https://smartauctionlogin.com/ui/vehicles/2775112e-2ed3-4506-9de3-0766d31f85e2"
"1FMDE5BHXPLA98154",2023,"Ford Bronco Big Bend",45235,"4WD","Engine Size Unspecified",33400,"New Jersey",34400,"https://smartauctionlogin.com/ui/vehicles/9e92a2ae-5fa1-4692-b768-2dc955ebdb5e"
"1C4HJXDG0NW102046",2022,"Jeep Wrangler Unlimited Unlimited Sport Altitude",48961,"4WD","Engine Size Unspecified",27500,"Ohio",28300,"https://smartauctionlogin.com/ui/vehicles/750c8e6d-141d-4514-881b-95628193f507"
"1C4HJXDG2PW512544",2023,"Jeep Wrangler Unlimited Sport S",45337,"4WD","Engine Size Unspecified",28600,"Michigan",29500,"https://smartauctionlogin.com/ui/vehicles/76386bf5-18d8-4849-940f-76757389bb07"
"7SAYGDEDXSA343405",2025,"Tesla Model Y Long Range",29422,"RWD","Engine Size Unspecified",33500,"North Carolina",34500,"https://smartauctionlogin.com/ui/vehicles/ee1c0e54-a61c-4380-9c93-ab63f5cdd86e"
"3GNKBDRS6RS131882",2024,"Chevrolet Blazer LT",32311,"FWD","Engine Size Unspecified",27000,"Michigan",27800,"https://smartauctionlogin.com/ui/vehicles/66a83ef3-b045-451a-a25d-3334bc61eab1"
"1C4HJXDGXPW654835",2023,"Jeep Wrangler Unlimited Sport Altitude",27901,"4WD","Engine Size Unspecified",31900,"Florida",32900,"https://smartauctionlogin.com/ui/vehicles/e493eb11-1890-4397-a65e-e52081942079"
"1C4HJXDG9PW616416",2023,"Jeep Wrangler Unlimited Sport S",17872,"4WD","Engine Size Unspecified",33200,"Alabama",34200,"https://smartauctionlogin.com/ui/vehicles/8a3bb691-587b-45e0-aca5-3eb3274c36bf"
"1FMEE5DP9NLB43560",2022,"Ford Bronco Outer Banks",41708,"4WD","Engine Size Unspecified",40700,"Florida",41900,"https://smartauctionlogin.com/ui/vehicles/d1f567f8-2921-403b-9fac-594f2e909f89"
"1C4RJXP60RW228730",2024,"Jeep Wrangler 4xe Sahara",23470,"4WD","2.0L",100,"Michigan",28000,"https://smartauctionlogin.com/ui/vehicles/c9b5d059-d11d-46a2-87c1-fab48f5f85c3"
"1C4HJXDN6NW255710",2022,"Jeep Wrangler Unlimited Unlimited Sport",30602,"4WD","Engine Size Unspecified",100,"Virginia",25600,"https://smartauctionlogin.com/ui/vehicles/47916c3f-41b6-4c13-bb19-108f4c96f038"
"1C4HJXDN7NW248586",2022,"Jeep Wrangler Unlimited Unlimited Sport",55554,"4WD","Engine Size Unspecified",100,"Pennsylvania",23100,"https://smartauctionlogin.com/ui/vehicles/fa468ec0-089a-42d1-a329-4259b1c37908"
"ZASFAKBN8J7B65032",2018,"Alfa Romeo Stelvio Ti",82280,"AWD","2.0L",100,"Illinois",,"https://smartauctionlogin.com/ui/vehicles/4adfbf6a-5cb0-49ba-8a47-e18539e8988e"
"ML32A3HJXHH015674",2017,"Mitsubishi Mirage ES",42682,"FWD","1.2L",1300,"North Carolina",,"https://smartauctionlogin.com/ui/vehicles/4317d99d-4f50-44b5-83d5-816f7765d84e"
"JN1BJ1CR5JW285804",2018,"Nissan Rogue Sport SL",109262,"AWD","2.0L",7400,"Pennsylvania",,"https://smartauctionlogin.com/ui/vehicles/fa4c8179-0f30-4a4f-bad0-3d9b2750ed44"
"WDCTG4GB7LJ667373",2020,"Mercedes-Benz GLA-Class GLA 250",112876,"AWD","Engine Size Unspecified",8200,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/2f9382a4-1df8-45d2-b1f8-9538049de0b0"
"3FA6P0HD5LR231404",2020,"Ford Fusion SE",116317,"FWD","Engine Size Unspecified",6600,"North Carolina",,"https://smartauctionlogin.com/ui/vehicles/b2d65204-8dd1-4821-bb3e-5dcb8d74ab44"
"YV440MRU3H2007004",2017,"Volvo XC60 Inscription",112688,"AWD","2.0L",7700,"Illinois",,"https://smartauctionlogin.com/ui/vehicles/5c59b1ed-cc7c-4091-b648-c6be7af9911a"
"KL7CJLSB3MB327073",2021,"Chevrolet Trax LT",91215,"FWD","Engine Size Unspecified",7100,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/f24dc86f-d810-444d-b69a-e8d7b6c8e7fe"
"WBAJA7C35HG457774",2017,"BMW 5 series 530i xDrive",110606,"AWD","2.0L",9400,"New Jersey",,"https://smartauctionlogin.com/ui/vehicles/e85d3bd2-bcee-44b7-8b65-b0eacd2d1afd"
"ZACCJABB8JPJ63762",2018,"Jeep Renegade Latitude",93848,"FWD","Engine Size Unspecified",7500,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/d42a4c37-f90a-4969-a133-2077a58aa1aa"
"WBAJS7C04LCE13738",2020,"BMW 5 series M550i xDrive",68073,"AWD","4.4L",23900,"Maryland",,"https://smartauctionlogin.com/ui/vehicles/469ba3fd-74c1-49fb-8bc8-f365e1bddd95"
"3KPA25AD4NE463237",2022,"Kia Rio S",58488,"FWD","1.6L",9500,"Indiana",,"https://smartauctionlogin.com/ui/vehicles/6574e4a4-aeac-4003-9b51-495da5e9ea6e"
"1HGCV1F95JA183032",2018,"Honda Accord Touring 1.5T",102046,"FWD","1.5L",14000,"North Carolina",,"https://smartauctionlogin.com/ui/vehicles/7bd4c758-2ab0-4eca-bace-53c07722d6d6"
"KMHGN4JB9JU216507",2018,"Genesis G80 3.3T Sport",112286,"RWD","3.3L",11400,"Georgia",,"https://smartauctionlogin.com/ui/vehicles/57fa542b-a180-4f27-9c69-8665a60e4b9a"
"KNMAT2MV6HP506108",2017,"Nissan Rogue S",81914,"AWD","2.5L",7100,"New Jersey",,"https://smartauctionlogin.com/ui/vehicles/41125478-3bff-4391-8a04-76709b1ea4a9"
"1FMSK7DHXLGB18804",2020,"Ford Explorer XLT",116888,"RWD","2.3L",10300,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/f1742557-3fca-4c2c-85e4-69fb992d27d9"
"3KPF24AD1RE697910",2024,"Kia Forte LXS",50302,"FWD","2.0L",12500,"Tennessee",,"https://smartauctionlogin.com/ui/vehicles/dbe73530-74de-4a3d-876b-5564d9713587"
"1FMJU1JT8JEA30886",2018,"Ford Expedition XLT",119650,"4WD","3.5L",13600,"Alabama",,"https://smartauctionlogin.com/ui/vehicles/82fcf24c-74d6-42f6-82e4-fc5ce7352d87"
